,Komentar,Label,TOKENIZATION,STOP_REMOVAL,STEMMER,Komentar_Final
236,bagus pak nadiem dgn peraturan ini gak ada lagi dosen cabul yg berani megang tangan atau pundak mahasiswinya tanpa izin ga ada lagi dosen genit yg manggil mahasiswinya sayang atau love you tanpa izin mahasiswinya karena kalau tdk dgn kata tanpa izin dosen cabul itu akan berdalih hanya memegang tangan saja hanya bergurau hanya memfoto dan ga akan bisa dipidana tapi dgn permen ini dosen cabul bakal gemeteran takut utk beraksi karena salah sedikit saja kalau tanpa izin mahasiswinya dosen cabul bisa kena pidana pelecehan seksual ,positif,"['oke', 'pak', 'nadiem', 'dgn', 'peraturan', 'ini', 'gak', 'ada', 'gy', 'dosen', 'cabul', 'yg', 'berani', 'megang', 'tangan', 'atau', 'pundak', 'mahasiswinya', 'tanpa', 'ijin', 'ga', 'ada', 'gy', 'dosen', 'genit', 'yg', 'manggil', 'mahasiswinya', 'syg', 'atau', 'love', 'you', 'tanpa', 'ijin', 'mahasiswinya', 'krn', 'klw', 'tdk', 'dgn', 'kata', 'tanpa', 'ijin', 'dosen', 'cabul', 'itu', 'akan', 'berdalih', 'cuma', 'memegang', 'tangan', 'saja', 'cuma', 'bergurau', 'cuma', 'memfoto', 'dn', 'ga', 'akan', 'bsa', 'dipidana', 'tapi', 'dgn', 'permen', 'ini', 'dosen', 'cabul', 'bakal', 'gemeteran', 'waswas', 'utk', 'beraksi', 'krn', 'salah', 'sedikit', 'saja', 'klw', 'tanpa', 'ijin', 'mahasiswinya', 'dosen', 'cabul', 'bsa', 'kena', 'pidana', 'pelecehan', 'seksual']","['oke', 'nadiem', 'peraturan', 'gak', 'dosen', 'cabul', 'berani', 'megang', 'tangan', 'pundak', 'mahasiswinya', 'ijin', 'ga', 'dosen', 'genit', 'manggil', 'mahasiswinya', 'syg', 'love', 'you', 'ijin', 'mahasiswinya', 'klw', 'tdk', 'ijin', 'dosen', 'cabul', 'berdalih', 'memegang', 'tangan', 'bergurau', 'memfoto', 'dn', 'ga', 'bsa', 'dipidana', 'permen', 'dosen', 'cabul', 'gemeteran', 'waswas', 'beraksi', 'salah', 'klw', 'ijin', 'mahasiswinya', 'dosen', 'cabul', 'bsa', 'kena', 'pidana', 'pelecehan', 'seksual']","['oke', 'nadiem', 'atur', 'gak', 'dosen', 'cabul', 'berani', 'megang', 'tangan', 'pundak', 'mahasiswi', 'ijin', 'ga', 'dosen', 'genit', 'manggil', 'mahasiswi', 'syg', 'love', 'you', 'ijin', 'mahasiswi', 'klw', 'tdk', 'ijin', 'dosen', 'cabul', 'dalih', 'pegang', 'tangan', 'gurau', 'foto', 'dn', 'ga', 'bsa', 'pidana', 'permen', 'dosen', 'cabul', 'gemeteran', 'waswas', 'aksi', 'salah', 'klw', 'ijin', 'mahasiswi', 'dosen', 'cabul', 'bsa', 'kena', 'pidana', 'leceh', 'seksual']",oke nadiem atur gak dosen cabul berani megang tangan pundak mahasiswi ijin ga dosen genit manggil mahasiswi syg love you ijin mahasiswi klw tdk ijin dosen cabul dalih pegang tangan gurau foto dn ga bsa pidana permen dosen cabul gemeteran waswas aksi salah klw ijin mahasiswi dosen cabul bsa kena pidana leceh seksual
237,peraturan pelecehan sexual nakarim dibikin celah utk sex bebas akalan aja hasil survey nanti korbannya yg rugi,negatif,"['peraturan', 'pelecehan', 'sexual', 'nakarim', 'dibikin', 'celah', 'utk', 'sex', 'bebas', 'akalan', 'aja', 'hasil', 'survey', 'nanti', 'korbannya', 'yg', 'rugi']","['peraturan', 'pelecehan', 'sexual', 'nakarim', 'dibikin', 'celah', 'sex', 'bebas', 'akalan', 'hasil', 'survey', 'korbannya', 'rugi']","['atur', 'leceh', 'sexual', 'nakarim', 'bikin', 'celah', 'sex', 'bebas', 'akal', 'hasil', 'survey', 'korban', 'rugi']",atur leceh sexual nakarim bikin celah sex bebas akal hasil survey korban rugi
238,peraturan ini berada dalam konteks kekerasan seksual bukan zina jadi beda konteks beda juga peraturannya mohon disimak sebelum komentar kata kekerasan itu sudah pas dengan istilah persetujuan jadi sebenarnya peraturan ini sudah matang ,positif,"['peraturan', 'ini', 'berada', 'dalem', 'konteks', 'kekerasan', 'seksual', 'bukan', 'zinah', 'jadi', 'beda', 'konteks', 'beda', 'jga', 'peraturannya', 'mhn', 'disimak', 'sebelum', 'komentar', 'kata', 'kekerasan', 'itu', 'sdh', 'pas', 'dgn', 'istilah', 'persetujuan', 'jadi', 'sebenarnya', 'peraturan', 'ini', 'sdh', 'matang']","['peraturan', 'dalem', 'konteks', 'kekerasan', 'seksual', 'zinah', 'beda', 'konteks', 'beda', 'jga', 'peraturannya', 'mhn', 'disimak', 'komentar', 'kekerasan', 'istilah', 'persetujuan', 'peraturan', 'matang']","['atur', 'dalem', 'konteks', 'keras', 'seksual', 'zinah', 'beda', 'konteks', 'beda', 'jga', 'atur', 'mhn', 'simak', 'komentar', 'keras', 'istilah', 'tuju', 'atur', 'matang']",atur dalem konteks keras seksual zinah beda konteks beda jga atur mhn simak komentar keras istilah tuju atur matang
239,dah dengan sangat hormat mundur saja ,negatif,"['dah', 'dgn', 'amat', 'hormat', 'mundur', 'saja']","['dah', 'hormat', 'mundur']","['dah', 'hormat', 'mundur']",dah hormat mundur
240,melancarkan bisnis hotel ,netral,"['melancarkan', 'bisnis', 'hotel']","['melancarkan', 'bisnis', 'hotel']","['lancar', 'bisnis', 'hotel']",lancar bisnis hotel
241,usul pak mentri klu blh maha siswa di waktu ujian smester klu blm bisa blm uang dmester klu di blhkan ttap mask ujian sesudahnya ttp bayar seluruh maha siswa seluruh indonesia swasta maupun negeri demi situasi kopit pemulihan ekonomi org tua lg susah cari mkn cm usul mksh pak mentri thn  dan  atau byr stengah seluru jgn pilih klu blm ada uang klu di blhlkan ikut smseter atau ujian maha siswa mksih pak presiden,positif,"['usul', 'pak', 'mentri', 'klu', 'blh', 'maha', 'siswa', 'di', 'waktu', 'ujian', 'smester', 'klu', 'blm', 'bsa', 'blm', 'uang', 'dmester', 'klu', 'di', 'blhkan', 'ttap', 'mask', 'ujian', 'sesudahnya', 'ttp', 'bayar', 'seluruh', 'maha', 'siswa', 'seluruh', 'indonesia', 'swasta', 'maupun', 'negri', 'demi', 'situasi', 'kopit', 'pemulihan', 'ekonomi', 'org', 'tua', 'lg', 'susah', 'cari', 'mkn', 'cm', 'usul', 'mksh', 'pak', 'mentri', 'thn', 'dn', 'atau', 'byr', 'stengah', 'seluru', 'jgn', 'pilih', 'klu', 'blm', 'ada', 'uang', 'klu', 'di', 'blhlkan', 'ikut', 'smseter', 'atau', 'ujian', 'maha', 'siswa', 'mksih', 'pak', 'presiden']","['usul', 'mentri', 'klu', 'blh', 'maha', 'siswa', 'ujian', 'smester', 'klu', 'blm', 'bsa', 'blm', 'uang', 'dmester', 'klu', 'blhkan', 'ttap', 'mask', 'ujian', 'ttp', 'bayar', 'maha', 'siswa', 'indonesia', 'swasta', 'negri', 'situasi', 'kopit', 'pemulihan', 'ekonomi', 'org', 'tua', 'lg', 'susah', 'cari', 'mkn', 'cm', 'usul', 'mksh', 'mentri', 'thn', 'dn', 'byr', 'stengah', 'seluru', 'jgn', 'pilih', 'klu', 'blm', 'uang', 'klu', 'blhlkan', 'smseter', 'ujian', 'maha', 'siswa', 'mksih', 'presiden']","['usul', 'tri', 'klu', 'blh', 'maha', 'siswa', 'uji', 'smester', 'klu', 'blm', 'bsa', 'blm', 'uang', 'dmester', 'klu', 'blhkan', 'ttap', 'mask', 'uji', 'ttp', 'bayar', 'maha', 'siswa', 'indonesia', 'swasta', 'negri', 'situasi', 'kopit', 'pulih', 'ekonomi', 'org', 'tua', 'lg', 'susah', 'cari', 'mkn', 'cm', 'usul', 'mksh', 'tri', 'thn', 'dn', 'byr', 'stengah', 'seluru', 'jgn', 'pilih', 'klu', 'blm', 'uang', 'klu', 'blhlkan', 'smseter', 'uji', 'maha', 'siswa', 'mksih', 'presiden']",usul tri klu blh maha siswa uji smester klu blm bsa blm uang dmester klu blhkan ttap mask uji ttp bayar maha siswa indonesia swasta negri situasi kopit pulih ekonomi org tua lg susah cari mkn cm usul mksh tri thn dn byr stengah seluru jgn pilih klu blm uang klu blhlkan smseter uji maha siswa mksih presiden
242,dalam keadaan darurat menyedihkan dilakukan oleh pendidik yang tidak terdidik ,negatif,"['dalem', 'keadaan', 'darurat', 'menyedihkan', 'dilakukan', 'oleh', 'pendidik', 'yg', 'ndak', 'terdidik']","['dalem', 'darurat', 'menyedihkan', 'pendidik', 'ndak', 'terdidik']","['dalem', 'darurat', 'sedih', 'didik', 'ndak', 'didik']",dalem darurat sedih didik ndak didik
243,kadrun doyan cabul gak terima mereka gak bisa mesum lagi gara aturan itu ,negatif,"['kadrun', 'doyan', 'cabul', 'gak', 'terima', 'mereka', 'gak', 'bsa', 'mesum', 'gy', 'gara', 'aturan', 'itu']","['kadrun', 'doyan', 'cabul', 'gak', 'terima', 'gak', 'bsa', 'mesum', 'gara', 'aturan']","['kadrun', 'doyan', 'cabul', 'gak', 'terima', 'gak', 'bsa', 'mesum', 'gara', 'atur']",kadrun doyan cabul gak terima gak bsa mesum gara atur
244,otak mesum menyerap frasa tanpa persetujuan yaitu berarti boleh melakukan kalo disetujui dalih seks bebas jadi tameng buat para kadrun otak mesum apa yg membuat kontroversi itu hanya negatif saja otaknya ya iyalah kalo konteks pelecehan dan kekerasan seks harusnya isi peraturan sudah benar kalo mau lari ke zina wani piro itu sdh ada undang prostitusi jg jadi mau di bikin apa lagi ,negatif,"['otak', 'mesum', 'menyerap', 'frase', 'tanpa', 'persetujuan', 'yaitu', 'berarti', 'boleh', 'melakukan', 'kalo', 'disetujui', 'dalih', 'sex', 'bebas', 'jadi', 'tameng', 'buat', 'para', 'kadrun', 'otak', 'mesum', 'aoa', 'yg', 'membuat', 'kontroversi', 'itu', 'cuma', 'negativ', 'saja', 'otaknya', 'ya', 'iyalah', 'kalo', 'konteks', 'pelecehan', 'dn', 'kekerasan', 'sex', 'harusnya', 'isi', 'peraturan', 'sdh', 'bnr', 'kalo', 'mau', 'lari', 'ke', 'zinah', 'wani', 'piro', 'itu', 'sdh', 'ada', 'undang', 'prostitusi', 'jg', 'jadi', 'mau', 'di', 'bikin', 'aoa', 'gy']","['otak', 'mesum', 'menyerap', 'frase', 'persetujuan', 'disetujui', 'dalih', 'sex', 'bebas', 'tameng', 'kadrun', 'otak', 'mesum', 'aoa', 'kontroversi', 'negativ', 'otaknya', 'iyalah', 'konteks', 'pelecehan', 'dn', 'kekerasan', 'sex', 'isi', 'peraturan', 'bnr', 'lari', 'zinah', 'wani', 'piro', 'undang', 'prostitusi', 'jg', 'aoa']","['otak', 'mesum', 'serap', 'frase', 'tuju', 'tuju', 'dalih', 'sex', 'bebas', 'tameng', 'kadrun', 'otak', 'mesum', 'aoa', 'kontroversi', 'negativ', 'otak', 'iya', 'konteks', 'leceh', 'dn', 'keras', 'sex', 'isi', 'atur', 'bnr', 'lari', 'zinah', 'wani', 'piro', 'undang', 'prostitusi', 'jg', 'aoa']",otak mesum serap frase tuju tuju dalih sex bebas tameng kadrun otak mesum aoa kontroversi negativ otak iya konteks leceh dn keras sex isi atur bnr lari zinah wani piro undang prostitusi jg aoa
245,enak nih klo suka sama suka bebas gak di pidana kaya kucing kawin di mna aja ,negatif,"['enak', 'nih', 'klo', 'suka', 'sama', 'suka', 'bebas', 'gak', 'di', 'pidana', 'kaya', 'kucing', 'kawin', 'di', 'mna', 'aja']","['enak', 'suka', 'suka', 'bebas', 'gak', 'pidana', 'kaya', 'kucing', 'kawin', 'mna']","['enak', 'suka', 'suka', 'bebas', 'gak', 'pidana', 'kaya', 'kucing', 'kawin', 'mna']",enak suka suka bebas gak pidana kaya kucing kawin mna
246,ancur nya iman ancur ahklak norma yg tekan semua yg terkait nya ga becus ngajar ngedidik murid nya melanggar pecat aja kasian disen yg bener murid yg bener oknum nya yg harus babad musnahkan,negatif,"['ancur', 'nya', 'iman', 'ancur', 'ahklak', 'norma', 'yg', 'tekan', 'semua', 'yg', 'terkait', 'nya', 'ga', 'becus', 'ngajar', 'ngedidik', 'murid', 'nya', 'melanggar', 'pecat', 'aja', 'kasian', 'disen', 'yg', 'bener', 'murid', 'yg', 'bener', 'oknum', 'nya', 'yg', 'hrs', 'babad', 'musnahkan']","['ancur', 'iman', 'ancur', 'ahklak', 'norma', 'tekan', 'terkait', 'ga', 'becus', 'ngajar', 'ngedidik', 'murid', 'melanggar', 'pecat', 'kasian', 'disen', 'bener', 'murid', 'bener', 'oknum', 'hrs', 'babad', 'musnahkan']","['ancur', 'iman', 'ancur', 'ahklak', 'norma', 'tekan', 'kait', 'ga', 'becus', 'ngajar', 'ngedidik', 'murid', 'langgar', 'pecat', 'kasi', 'sen', 'bener', 'murid', 'bener', 'oknum', 'hrs', 'babad', 'musnah']",ancur iman ancur ahklak norma tekan kait ga becus ngajar ngedidik murid langgar pecat kasi sen bener murid bener oknum hrs babad musnah
247,mentri juga harus musyawarah ma mui nu muhamdiah biar deal jangan asal  aj comot ,negatif,"['mentri', 'jga', 'hrs', 'musyawarah', 'ma', 'mui', 'nu', 'muhamdiah', 'biar', 'deal', 'jngan', 'asal', 'aj', 'comot']","['mentri', 'jga', 'hrs', 'musyawarah', 'ma', 'mui', 'nu', 'muhamdiah', 'deal', 'jngan', 'aj', 'comot']","['tri', 'jga', 'hrs', 'musyawarah', 'ma', 'mui', 'nu', 'muhamdiah', 'deal', 'jngan', 'aj', 'comot']",tri jga hrs musyawarah ma mui nu muhamdiah deal jngan aj comot
248, efek menteri asal comot gak jelas mungkin gak ada orang pandai di indonesia,negatif,"['efek', 'mentri', 'asal', 'comot', 'gak', 'jelas', 'mungkin', 'gak', 'ada', 'org', 'pandai', 'di', 'indonesia']","['efek', 'mentri', 'comot', 'gak', 'gak', 'org', 'pandai', 'indonesia']","['efek', 'tri', 'comot', 'gak', 'gak', 'org', 'pandai', 'indonesia']",efek tri comot gak gak org pandai indonesia
249,permendikbudristek ini udah pantas di terapkan namun klu dengan cara pemaksaan dan kekerasan alias pemerkosaan nggak bisa di benarkan terkecuali keduanya sama sama suka dan sama sama senang bisa di terapkan permennya begitu pak terapkan saja asalkan sesuai dengan kaidah kaidah hukum dan norma norma kesopanan alias jangan di pertontonkan ,positif,"['permendikbudristek', 'ini', 'udah', 'pantas', 'di', 'terapkan', 'namun', 'klu', 'dgn', 'cara', 'pemaksaan', 'dn', 'kekerasan', 'alias', 'pemerkosaan', 'nggak', 'bsa', 'di', 'benarkan', 'terkecuali', 'keduanya', 'sama', 'sama', 'suka', 'dn', 'sama', 'sama', 'senang', 'bsa', 'di', 'terapkan', 'permennya', 'begitu', 'pak', 'terapkan', 'saja', 'asalkan', 'sesuai', 'dgn', 'kaedah', 'kaedah', 'hukum', 'dn', 'norma', 'norma', 'kesopanan', 'alias', 'jngan', 'di', 'pertontonkan']","['permendikbudristek', 'udah', 'terapkan', 'klu', 'pemaksaan', 'dn', 'kekerasan', 'alias', 'pemerkosaan', 'nggak', 'bsa', 'benarkan', 'terkecuali', 'suka', 'dn', 'senang', 'bsa', 'terapkan', 'permennya', 'terapkan', 'sesuai', 'kaedah', 'kaedah', 'hukum', 'dn', 'norma', 'norma', 'kesopanan', 'alias', 'jngan', 'pertontonkan']","['permendikbudristek', 'udah', 'terap', 'klu', 'paksa', 'dn', 'keras', 'alias', 'perkosa', 'nggak', 'bsa', 'benar', 'kecuali', 'suka', 'dn', 'senang', 'bsa', 'terap', 'permen', 'terap', 'sesuai', 'kaedah', 'kaedah', 'hukum', 'dn', 'norma', 'norma', 'sopan', 'alias', 'jngan', 'tonton']",permendikbudristek udah terap klu paksa dn keras alias perkosa nggak bsa benar kecuali suka dn senang bsa terap permen terap sesuai kaedah kaedah hukum dn norma norma sopan alias jngan tonton
250,ini bikin ruu jangan disamain kyk bikin apps dong hehe kata bukan tanpa persetujuan mirip waktu kita baru install apps baru di smartphone hihihi ,netral,"['ini', 'bikin', 'ruu', 'jngan', 'disamain', 'kyk', 'bikin', 'apps', 'dong', 'hehe', 'kata', 'bukan', 'tanpa', 'persetujuan', 'mirip', 'waktu', 'kita', 'baru', 'install', 'apps', 'baru', 'di', 'smartphone', 'hihihi']","['ruu', 'jngan', 'disamain', 'kyk', 'apps', 'persetujuan', 'install', 'apps', 'smartphone', 'hihihi']","['ruu', 'jngan', 'disamain', 'kyk', 'apps', 'tuju', 'install', 'apps', 'smartphone', 'hihihi']",ruu jngan disamain kyk apps tuju install apps smartphone hihihi
251,real bgt kekerasan seksual dikampus sdh darurat sekali kenapa ada oknum yg tdk setuju dg permendikbud ini dg alasan konotasi kata menghalalkan zina tragis sekali negri ini,positif,"['riil', 'bgt', 'kekerasan', 'seksual', 'dikampus', 'sdh', 'darurat', 'sekali', 'knp', 'ada', 'oknum', 'yg', 'tdk', 'setuju', 'dg', 'permendikbud', 'ini', 'dg', 'alesanya', 'konotasi', 'kata', 'menghalalkan', 'zinah', 'tragis', 'sekali', 'negri', 'ini']","['riil', 'bgt', 'kekerasan', 'seksual', 'dikampus', 'darurat', 'knp', 'oknum', 'tdk', 'setuju', 'permendikbud', 'alesanya', 'konotasi', 'menghalalkan', 'zinah', 'tragis', 'negri']","['riil', 'bgt', 'keras', 'seksual', 'kampus', 'darurat', 'knp', 'oknum', 'tdk', 'tuju', 'permendikbud', 'alesanya', 'konotasi', 'halal', 'zinah', 'tragis', 'negri']",riil bgt keras seksual kampus darurat knp oknum tdk tuju permendikbud alesanya konotasi halal zinah tragis negri
252,ojk ga berani tutup pinjol yg legal pdhl praktek nya bunga pinjol legal tinghi bngt mungkin ojk merasa ngga pernah dirugikan oleh pinjol jadinya ngga penting bngt mikirin pinjol bahasa lampau mengatakan emang guwe pikirin ,netral,"['ojk', 'ga', 'berani', 'tutup', 'pinjol', 'yg', 'legal', 'pdhl', 'praktek', 'nya', 'bunga', 'pinjol', 'legal', 'tinghi', 'bngt', 'mungkin', 'ojk', 'merasa', 'ngga', 'pernah', 'dirugikan', 'oleh', 'pinjol', 'jadinya', 'ngga', 'penting', 'bngt', 'mikirin', 'pinjol', 'bahasa', 'lampau', 'mengatakan', 'emang', 'guwe', 'pikirin']","['ojk', 'ga', 'berani', 'tutup', 'pinjol', 'legal', 'pdhl', 'praktek', 'bunga', 'pinjol', 'legal', 'tinghi', 'bngt', 'ojk', 'ngga', 'dirugikan', 'pinjol', 'ngga', 'bngt', 'mikirin', 'pinjol', 'bahasa', 'lampau', 'emang', 'guwe', 'pikirin']","['ojk', 'ga', 'berani', 'tutup', 'pinjol', 'legal', 'pdhl', 'praktek', 'bunga', 'pinjol', 'legal', 'tinghi', 'bngt', 'ojk', 'ngga', 'rugi', 'pinjol', 'ngga', 'bngt', 'mikirin', 'pinjol', 'bahasa', 'lampau', 'emang', 'guwe', 'pikirin']",ojk ga berani tutup pinjol legal pdhl praktek bunga pinjol legal tinghi bngt ojk ngga rugi pinjol ngga bngt mikirin pinjol bahasa lampau emang guwe pikirin
253,kalau tubuhmu di bungkus seperti permen lollipop siapa yg gak tergiur udah di bungkus juga masih kelihatan bentuknya ya kan makanya di tutup bukan di bungkus paham sampai sini mahaciwi ,netral,"['klw', 'tubuhmu', 'di', 'bungkus', 'kayak', 'permen', 'lollipop', 'siapa', 'yg', 'gak', 'tergiur', 'udah', 'di', 'bungkus', 'jga', 'masih', 'kelihatan', 'bentuknya', 'ya', 'kan', 'makanya', 'di', 'tutup', 'bukan', 'di', 'bungkus', 'faham', 'sampek', 'sini', 'mahaciwi']","['klw', 'tubuhmu', 'bungkus', 'kayak', 'permen', 'lollipop', 'gak', 'tergiur', 'udah', 'bungkus', 'jga', 'bentuknya', 'tutup', 'bungkus', 'faham', 'sampek', 'mahaciwi']","['klw', 'tubuh', 'bungkus', 'kayak', 'permen', 'lollipop', 'gak', 'giur', 'udah', 'bungkus', 'jga', 'bentuk', 'tutup', 'bungkus', 'faham', 'sampek', 'mahaciwi']",klw tubuh bungkus kayak permen lollipop gak giur udah bungkus jga bentuk tutup bungkus faham sampek mahaciwi
254,semangat itu kita hargai ttp mslhx adh norma yg tertulis terhadap frasa dengan persetujuan itulah bukti legalx sex dgn persetujuan ,negatif,"['semangat', 'itu', 'kita', 'hargai', 'ttp', 'mslhx', 'adh', 'norma', 'yg', 'tertulis', 'terhadap', 'frase', 'dgn', 'persetujuan', 'itulah', 'bukti', 'legalx', 'sex', 'dgn', 'persetujuan']","['semangat', 'hargai', 'ttp', 'mslhx', 'adh', 'norma', 'tertulis', 'frase', 'persetujuan', 'bukti', 'legalx', 'sex', 'persetujuan']","['semangat', 'harga', 'ttp', 'mslhx', 'adh', 'norma', 'tulis', 'frase', 'tuju', 'bukti', 'legalx', 'sex', 'tuju']",semangat harga ttp mslhx adh norma tulis frase tuju bukti legalx sex tuju
255,udah diperintahkan beliau pak presiden jokowi yang tanggung jawab para pendidiknya ,positif,"['udah', 'diperintahkan', 'beliau', 'pak', 'presiden', 'jokowi', 'yg', 'tanggung', 'jawab', 'para', 'pendidiknya']","['udah', 'diperintahkan', 'beliau', 'presiden', 'jokowi', 'tanggung', 'pendidiknya']","['udah', 'perintah', 'beliau', 'presiden', 'jokowi', 'tanggung', 'didik']",udah perintah beliau presiden jokowi tanggung didik
256,kali ini mahasiswa menolak di tunggangi ulama kadron otak mesum yang selalu memahami salah permendikbud katanya melegalkan sek bebas dan lgbt ,negatif,"['kali', 'ini', 'mahasiswa', 'menolak', 'di', 'tunggangi', 'ulama', 'kadron', 'otak', 'mesum', 'yg', 'sllu', 'memahami', 'salah', 'permendikbud', 'katanya', 'melegalkan', 'sek', 'bebas', 'dn', 'lgbt']","['kali', 'mahasiswa', 'menolak', 'tunggangi', 'ulama', 'kadron', 'otak', 'mesum', 'sllu', 'memahami', 'salah', 'permendikbud', 'melegalkan', 'sek', 'bebas', 'dn', 'lgbt']","['kali', 'mahasiswa', 'tolak', 'tunggang', 'ulama', 'kadron', 'otak', 'mesum', 'sllu', 'paham', 'salah', 'permendikbud', 'legal', 'sek', 'bebas', 'dn', 'lgbt']",kali mahasiswa tolak tunggang ulama kadron otak mesum sllu paham salah permendikbud legal sek bebas dn lgbt
257,klo begitu supaya tidak terjadi hal hal yg tidak diinginkan dipisah saja kelas khusus laki laki dan kelas khusus perempuan macam gerbong kereta itu ,netral,"['klo', 'begitu', 'supaya', 'ndak', 'terjadi', 'hal', 'hal', 'yg', 'ndak', 'diinginkan', 'dipisah', 'saja', 'kelas', 'khusus', 'laki', 'laki', 'dn', 'kelas', 'khusus', 'perempuan', 'macem', 'gerbong', 'kereta', 'itu']","['ndak', 'ndak', 'dipisah', 'kelas', 'khusus', 'laki', 'laki', 'dn', 'kelas', 'khusus', 'perempuan', 'macem', 'gerbong', 'kereta']","['ndak', 'ndak', 'pisah', 'kelas', 'khusus', 'laki', 'laki', 'dn', 'kelas', 'khusus', 'perempuan', 'macem', 'gerbong', 'kereta']",ndak ndak pisah kelas khusus laki laki dn kelas khusus perempuan macem gerbong kereta
258,ngenyel banget sih para kadrun ama permendikbud ini tujuannya udah jelas untuk melindungi korban dari kekerasan seksual di lingkungan perguruan tinggi di dalam permendikbud itu tidak mengarah ke zina hadehh hadeh bikin negara yang saya sayangi ini jadi ribet kalau ngomongin peraturan zina sono usul ke dpr untuk dibuat peraturannya jangan disangkut pautkan ama ruang lingkup konteks permendikbud  tahun  ini ,positif,"['ngenyel', 'bgt', 'sih', 'para', 'kadrun', 'ama', 'permendikbud', 'ini', 'tujuannya', 'udah', 'jelas', 'untk', 'melindungi', 'korban', 'dari', 'kekerasan', 'seksual', 'di', 'lingkungan', 'perguruan', 'tinggi', 'di', 'dalem', 'permendikbud', 'itu', 'ndak', 'mengarah', 'ke', 'zinah', 'hadehh', 'hadeh', 'bikin', 'negara', 'yg', 'aq', 'sayangi', 'ini', 'jadi', 'ribet', 'klw', 'ngomongin', 'peraturan', 'zinah', 'sono', 'usul', 'ke', 'dpr', 'untk', 'dibuat', 'peraturannya', 'jngan', 'disangkut', 'pautkan', 'ama', 'ruang', 'lingkup', 'konteks', 'permendikbud', 'tahun', 'ini']","['ngenyel', 'bgt', 'kadrun', 'ama', 'permendikbud', 'tujuannya', 'udah', 'untk', 'melindungi', 'korban', 'kekerasan', 'seksual', 'lingkungan', 'perguruan', 'dalem', 'permendikbud', 'ndak', 'mengarah', 'zinah', 'hadehh', 'hadeh', 'negara', 'aq', 'sayangi', 'ribet', 'klw', 'ngomongin', 'peraturan', 'zinah', 'sono', 'usul', 'dpr', 'untk', 'peraturannya', 'jngan', 'disangkut', 'pautkan', 'ama', 'ruang', 'lingkup', 'konteks', 'permendikbud']","['ngenyel', 'bgt', 'kadrun', 'ama', 'permendikbud', 'tuju', 'udah', 'untk', 'lindung', 'korban', 'keras', 'seksual', 'lingkung', 'guru', 'dalem', 'permendikbud', 'ndak', 'arah', 'zinah', 'hadehh', 'hadeh', 'negara', 'aq', 'sayang', 'ribet', 'klw', 'ngomongin', 'atur', 'zinah', 'sono', 'usul', 'dpr', 'untk', 'atur', 'jngan', 'sangkut', 'paut', 'ama', 'ruang', 'lingkup', 'konteks', 'permendikbud']",ngenyel bgt kadrun ama permendikbud tuju udah untk lindung korban keras seksual lingkung guru dalem permendikbud ndak arah zinah hadehh hadeh negara aq sayang ribet klw ngomongin atur zinah sono usul dpr untk atur jngan sangkut paut ama ruang lingkup konteks permendikbud
259,mengapa tokoh wanitanya diam terus ada apa ,netral,"['mengapa', 'tokoh', 'wanitanya', 'diem', 'terus', 'ada', 'aoa']","['tokoh', 'wanitanya', 'diem', 'aoa']","['tokoh', 'wanita', 'diem', 'aoa']",tokoh wanita diem aoa
260,makanya hrs nya kl terjadi kekerasan sex pd wanita apapun alasan nya kl terbukti disetubuhin perempuan harus laki laki yg di hukum berat walaupun perempuan yg ngasi barang nya kl laki laki menjaga jakar nya pasti tdk akan terjadi apalagi kl guru polisi melakukan kekerasan sex harus di pecat dan hukum seumur hidup ,netral,"['makanya', 'hrs', 'nya', 'kl', 'terjadi', 'kekerasan', 'sex', 'pd', 'wanita', 'apapun', 'alesanya', 'nya', 'kl', 'terbukti', 'disetubuhin', 'perempuan', 'hrs', 'laki', 'laki', 'yg', 'di', 'hukum', 'berat', 'walau pun', 'perempuan', 'yg', 'ngasi', 'brng', 'nya', 'kl', 'laki', 'laki', 'menjaga', 'jakar', 'nya', 'pasti', 'tdk', 'akan', 'terjadi', 'apalagi', 'kl', 'guru', 'polisi', 'melakukan', 'kekerasan', 'sex', 'hrs', 'di', 'pecat', 'dn', 'hukum', 'seumur', 'hidup']","['hrs', 'kl', 'kekerasan', 'sex', 'pd', 'wanita', 'apapun', 'alesanya', 'kl', 'terbukti', 'disetubuhin', 'perempuan', 'hrs', 'laki', 'laki', 'hukum', 'berat', 'walau pun', 'perempuan', 'ngasi', 'brng', 'kl', 'laki', 'laki', 'menjaga', 'jakar', 'tdk', 'kl', 'guru', 'polisi', 'kekerasan', 'sex', 'hrs', 'pecat', 'dn', 'hukum', 'seumur', 'hidup']","['hrs', 'kl', 'keras', 'sex', 'pd', 'wanita', 'apa', 'alesanya', 'kl', 'bukti', 'disetubuhin', 'perempuan', 'hrs', 'laki', 'laki', 'hukum', 'berat', 'walau pun', 'perempuan', 'ngasi', 'brng', 'kl', 'laki', 'laki', 'jaga', 'jakar', 'tdk', 'kl', 'guru', 'polisi', 'keras', 'sex', 'hrs', 'pecat', 'dn', 'hukum', 'umur', 'hidup']",hrs kl keras sex pd wanita apa alesanya kl bukti disetubuhin perempuan hrs laki laki hukum berat walau pun perempuan ngasi brng kl laki laki jaga jakar tdk kl guru polisi keras sex hrs pecat dn hukum umur hidup
