,Unnamed: 0,Komentar,Label,TOKENIZATION,STOP_REMOVAL,STEMMER,Komentar_Final,sentiment
304,304, akhsan andi udah ada bang pasal perzinaan bisa terikat prostitusi bahkan berlapis ke perlindungan anak kalo korbanya masi dibawah umur secara nasional buat yg sama single blm ada tp kalo secara provinsi per kota udah ada masing hukumanya entah denda atau penjara cuma ya bagi gw uu ini bukan buat nanangin tindakan asusila atau zina uu ini buat nangin kekerasan seksual yg dimana korban dalam paksaan makanya banyak yg mikir ini legalin zina padahal konteksnya beda dan menurut gw knp uu zina gabisa buat yg sama single karena di agama lain blm tentu ada larangan setau gw yg ngelarang zina secara keseluruhan cuma ada di peraturan agama islam maksudnya hanya ada ketentuanya di islam tp gatau kalo agama lain ngelarang tp beda konsepnya,positif,"['akhsan', 'andi', 'udah', 'ada', 'bang', 'pasal', 'perzinaan', 'bisa', 'terikat', 'prostitusi', 'bahkan', 'berlapis', 'ke', 'perlindungan', 'anak', 'kalo', 'korbanya', 'masi', 'dibawah', 'umur', 'secara', 'nasional', 'buat', 'yg', 'sama', 'single', 'blm', 'ada', 'tp', 'kalo', 'secara', 'provinsi', 'per', 'kota', 'udah', 'ada', 'masing', 'hukumanya', 'entah', 'denda', 'atau', 'penjara', 'cuma', 'ya', 'bagi', 'gw', 'uu', 'ini', 'bukan', 'buat', 'nanangin', 'tindakan', 'asusila', 'atau', 'zina', 'uu', 'ini', 'buat', 'nangin', 'kekerasan', 'seksual', 'yg', 'dimana', 'korban', 'dalam', 'paksaan', 'makanya', 'banyak', 'yg', 'mikir', 'ini', 'legalin', 'zina', 'padahal', 'konteksnya', 'beda', 'dan', 'menurut', 'gw', 'knp', 'uu', 'zina', 'gabisa', 'buat', 'yg', 'sama', 'single', 'karena', 'di', 'agama', 'lain', 'blm', 'tentu', 'ada', 'larangan', 'setau', 'gw', 'yg', 'ngelarang', 'zina', 'secara', 'keseluruhan', 'cuma', 'ada', 'di', 'peraturan', 'agama', 'islam', 'maksudnya', 'hanya', 'ada', 'ketentuanya', 'di', 'islam', 'tp', 'gatau', 'kalo', 'agama', 'lain', 'ngelarang', 'tp', 'beda', 'konsepnya']","['akhsan', 'andi', 'udah', 'bang', 'pasal', 'perzinaan', 'terikat', 'prostitusi', 'berlapis', 'perlindungan', 'anak', 'korbanya', 'masi', 'dibawah', 'umur', 'nasional', 'single', 'blm', 'tp', 'provinsi', 'kota', 'udah', 'hukumanya', 'denda', 'penjara', 'gw', 'uu', 'nanangin', 'tindakan', 'asusila', 'zina', 'uu', 'nangin', 'kekerasan', 'seksual', 'dimana', 'korban', 'paksaan', 'mikir', 'legalin', 'zina', 'konteksnya', 'beda', 'gw', 'knp', 'uu', 'zina', 'gabisa', 'single', 'agama', 'blm', 'larangan', 'setau', 'gw', 'ngelarang', 'zina', 'peraturan', 'agama', 'islam', 'maksudnya', 'ketentuanya', 'islam', 'tp', 'gatau', 'agama', 'ngelarang', 'tp', 'beda', 'konsepnya']","['akhsan', 'andi', 'udah', 'bang', 'pasal', 'zina', 'ikat', 'prostitusi', 'lap', 'lindung', 'anak', 'korbanya', 'mas', 'bawah', 'umur', 'nasional', 'single', 'blm', 'tp', 'provinsi', 'kota', 'udah', 'hukumanya', 'denda', 'penjara', 'gw', 'uu', 'nanangin', 'tindak', 'asusila', 'zina', 'uu', 'nangin', 'keras', 'seksual', 'mana', 'korban', 'paksa', 'mikir', 'legalin', 'zina', 'konteks', 'beda', 'gw', 'knp', 'uu', 'zina', 'gabisa', 'single', 'agama', 'blm', 'larang', 'tau', 'gw', 'ngelarang', 'zina', 'atur', 'agama', 'islam', 'maksud', 'ketentuanya', 'islam', 'tp', 'gatau', 'agama', 'ngelarang', 'tp', 'beda', 'konsep']",akhsan andi udah bang pasal zina ikat prostitusi lap lindung anak korbanya mas bawah umur nasional single blm tp provinsi kota udah hukumanya denda penjara gw uu nanangin tindak asusila zina uu nangin keras seksual mana korban paksa mikir legalin zina konteks beda gw knp uu zina gabisa single agama blm larang tau gw ngelarang zina atur agama islam maksud ketentuanya islam tp gatau agama ngelarang tp beda konsep,1.0
305,305, akhsan andi iya secara nasional baru ruu tp secara peraturan provinsi atau kota itu udah ada ambil contoh ditangsel di kota gw itu kalo ga salah kena denda  juta kalo ketauan membuat asusila dikamar bisa juga penjara kalo berulang kali dan ada surat perjanjianya,netral,"['akhsan', 'andi', 'iya', 'secara', 'nasional', 'baru', 'ruu', 'tp', 'secara', 'peraturan', 'provinsi', 'atau', 'kota', 'itu', 'udah', 'ada', 'ambil', 'contoh', 'ditangsel', 'di', 'kota', 'gw', 'itu', 'kalo', 'ga', 'salah', 'kena', 'denda', 'juta', 'kalo', 'ketauan', 'membuat', 'asusila', 'dikamar', 'bisa', 'juga', 'penjara', 'kalo', 'berulang', 'kali', 'dan', 'ada', 'surat', 'perjanjianya']","['akhsan', 'andi', 'iya', 'nasional', 'ruu', 'tp', 'peraturan', 'provinsi', 'kota', 'udah', 'ambil', 'contoh', 'ditangsel', 'kota', 'gw', 'ga', 'salah', 'kena', 'denda', 'juta', 'ketauan', 'asusila', 'dikamar', 'penjara', 'berulang', 'kali', 'surat', 'perjanjianya']","['akhsan', 'andi', 'iya', 'nasional', 'ruu', 'tp', 'atur', 'provinsi', 'kota', 'udah', 'ambil', 'contoh', 'tangsel', 'kota', 'gw', 'ga', 'salah', 'kena', 'denda', 'juta', 'tau', 'asusila', 'kamar', 'penjara', 'ulang', 'kali', 'surat', 'perjanjianya']",akhsan andi iya nasional ruu tp atur provinsi kota udah ambil contoh tangsel kota gw ga salah kena denda juta tau asusila kamar penjara ulang kali surat perjanjianya,2.0
306,306,iya itu tergantung daerah nya mengatur atau tidak soal tindakan asusila ini masalahnya kan gak semua daerah mengatur itu walaupun daerah itu mayoritas muslim setahu saya ya ralat kalo saya salah dan soal permendikbud islamis sebenarnya setuju bahwa kekerasan seksual itu perbuatan yg tidak bisa di benarkan dan mereka tahu maksud permendikbud ini baik tpi mereka melihat ada masalah ada celah permendikbud ini bisa di manfaatkan beberapa orang maaf maaf contohnya ayam kampus buat legal standing mereka,positif,"['iya', 'itu', 'tergantung', 'daerah', 'nya', 'mengatur', 'atau', 'tidak', 'soal', 'tindakan', 'asusila', 'ini', 'masalahnya', 'kan', 'gak', 'semua', 'daerah', 'mengatur', 'itu', 'walaupun', 'daerah', 'itu', 'mayoritas', 'muslim', 'setahu', 'saya', 'ya', 'ralat', 'kalo', 'saya', 'salah', 'dan', 'soal', 'permendikbud', 'islamis', 'sebenarnya', 'setuju', 'bahwa', 'kekerasan', 'seksual', 'itu', 'perbuatan', 'yg', 'tidak', 'bisa', 'di', 'benarkan', 'dan', 'mereka', 'tahu', 'maksud', 'permendikbud', 'ini', 'baik', 'tpi', 'mereka', 'melihat', 'ada', 'masalah', 'ada', 'celah', 'permendikbud', 'ini', 'bisa', 'di', 'manfaatkan', 'beberapa', 'orang', 'maaf', 'maaf', 'contohnya', 'ayam', 'kampus', 'buat', 'legal', 'standing', 'mereka']","['iya', 'tergantung', 'daerah', 'mengatur', 'tidak', 'tindakan', 'asusila', 'gak', 'daerah', 'mengatur', 'daerah', 'mayoritas', 'muslim', 'setahu', 'ralat', 'salah', 'permendikbud', 'islamis', 'setuju', 'kekerasan', 'seksual', 'perbuatan', 'tidak', 'benarkan', 'maksud', 'permendikbud', 'tpi', 'celah', 'permendikbud', 'manfaatkan', 'orang', 'maaf', 'maaf', 'contohnya', 'ayam', 'kampus', 'legal', 'standing']","['iya', 'gantung', 'daerah', 'atur', 'tidak', 'tindak', 'asusila', 'gak', 'daerah', 'atur', 'daerah', 'mayoritas', 'muslim', 'tahu', 'ralat', 'salah', 'permendikbud', 'islamis', 'tuju', 'keras', 'seksual', 'buat', 'tidak', 'benar', 'maksud', 'permendikbud', 'tpi', 'celah', 'permendikbud', 'manfaat', 'orang', 'maaf', 'maaf', 'contoh', 'ayam', 'kampus', 'legal', 'standing']",iya gantung daerah atur tidak tindak asusila gak daerah atur daerah mayoritas muslim tahu ralat salah permendikbud islamis tuju keras seksual buat tidak benar maksud permendikbud tpi celah permendikbud manfaat orang maaf maaf contoh ayam kampus legal standing,1.0
307,307,tpi udahlah saya gak mau debatin ini karna gak bakal ngubah posisi kedua belah pihak saya tadi liat di twitter kalo bakal ada pengujian materi permendikbud ini di ma jadi ya liat aja lah kedepannya gimana,netral,"['tpi', 'udahlah', 'saya', 'gak', 'mau', 'debatin', 'ini', 'karna', 'gak', 'bakal', 'ngubah', 'posisi', 'kedua', 'belah', 'pihak', 'saya', 'tadi', 'liat', 'di', 'twitter', 'kalo', 'bakal', 'ada', 'pengujian', 'materi', 'permendikbud', 'ini', 'di', 'ma', 'jadi', 'ya', 'liat', 'aja', 'lah', 'kedepannya', 'gimana']","['tpi', 'udahlah', 'gak', 'debatin', 'karna', 'gak', 'ngubah', 'posisi', 'belah', 'liat', 'twitter', 'pengujian', 'materi', 'permendikbud', 'ma', 'liat', 'kedepannya', 'gimana']","['tpi', 'udahlah', 'gak', 'debatin', 'karna', 'gak', 'ngubah', 'posisi', 'belah', 'liat', 'twitter', 'uji', 'materi', 'permendikbud', 'ma', 'liat', 'depan', 'gimana']",tpi udahlah gak debatin karna gak ngubah posisi belah liat twitter uji materi permendikbud ma liat depan gimana,1.0
308,308, akai ondom elalu ,netral,"['akai', 'ondom', 'elalu']","['akai', 'ondom', 'elalu']","['akai', 'ondom', 'elalu']",akai ondom elalu,2.0
309,309,nggak bisa ditindak dg pemendikbud no  tp bisa di tindak dg ruu kuhp pasal  ,positif,"['nggak', 'bisa', 'ditindak', 'dg', 'pemendikbud', 'no', 'tp', 'bisa', 'di', 'tindak', 'dg', 'ruu', 'kuhp', 'pasal']","['nggak', 'ditindak', 'pemendikbud', 'no', 'tp', 'tindak', 'ruu', 'kuhp', 'pasal']","['nggak', 'tindak', 'pemendikbud', 'no', 'tp', 'tindak', 'ruu', 'kuhp', 'pasal']",nggak tindak pemendikbud no tp tindak ruu kuhp pasal,0.0
310,310, susi tri andarwati jadi ada mekanisme hukum lain kan atau payung hukum lain gk sih kalau ingin menjerat para pelaku tindakan asusila ,netral,"['susi', 'tri', 'andarwati', 'jadi', 'ada', 'mekanisme', 'hukum', 'lain', 'kan', 'atau', 'payung', 'hukum', 'lain', 'gk', 'sih', 'kalau', 'ingin', 'menjerat', 'para', 'pelaku', 'tindakan', 'asusila']","['susi', 'tri', 'andarwati', 'mekanisme', 'hukum', 'payung', 'hukum', 'gk', 'menjerat', 'pelaku', 'tindakan', 'asusila']","['sus', 'tri', 'andarwati', 'mekanisme', 'hukum', 'payung', 'hukum', 'gk', 'jerat', 'laku', 'tindak', 'asusila']",sus tri andarwati mekanisme hukum payung hukum gk jerat laku tindak asusila,1.0
311,311, julidz itu udah aku sebutkan ruu kuhp pasal  ,netral,"['julidz', 'itu', 'udah', 'aku', 'sebutkan', 'ruu', 'kuhp', 'pasal']","['julidz', 'udah', 'sebutkan', 'ruu', 'kuhp', 'pasal']","['julidz', 'udah', 'sebut', 'ruu', 'kuhp', 'pasal']",julidz udah sebut ruu kuhp pasal,0.0
312,312, susi tri andarwati tpi itukan masih rancangan bu belum di sah kan makanya suruh teman teman ibu yg sekulib itu jangan protes soal ruu kuhp ini supaya nanti ini ruu cepat di sah kan dan kalo muncul peraturan peraturan permendikbud kek di atas gak memunculkan polemik antara kaum sekulib dan kaum islamis,positif,"['susi', 'tri', 'andarwati', 'tpi', 'itukan', 'masih', 'rancangan', 'bu', 'belum', 'di', 'sah', 'kan', 'makanya', 'suruh', 'teman', 'teman', 'ibu', 'yg', 'sekulib', 'itu', 'jangan', 'protes', 'soal', 'ruu', 'kuhp', 'ini', 'supaya', 'nanti', 'ini', 'ruu', 'cepat', 'di', 'sah', 'kan', 'dan', 'kalo', 'muncul', 'peraturan', 'peraturan', 'permendikbud', 'kek', 'di', 'atas', 'gak', 'memunculkan', 'polemik', 'antara', 'kaum', 'sekulib', 'dan', 'kaum', 'islamis']","['susi', 'tri', 'andarwati', 'tpi', 'itukan', 'rancangan', 'bu', 'belum', 'sah', 'suruh', 'teman', 'teman', 'sekulib', 'jangan', 'protes', 'ruu', 'kuhp', 'ruu', 'cepat', 'sah', 'muncul', 'peraturan', 'peraturan', 'permendikbud', 'gak', 'memunculkan', 'polemik', 'kaum', 'sekulib', 'kaum', 'islamis']","['sus', 'tri', 'andarwati', 'tpi', 'itu', 'rancang', 'bu', 'belum', 'sah', 'suruh', 'teman', 'teman', 'sekulib', 'jangan', 'protes', 'ruu', 'kuhp', 'ruu', 'cepat', 'sah', 'muncul', 'atur', 'atur', 'permendikbud', 'gak', 'muncul', 'polemik', 'kaum', 'sekulib', 'kaum', 'islamis']",sus tri andarwati tpi itu rancang bu belum sah suruh teman teman sekulib jangan protes ruu kuhp ruu cepat sah muncul atur atur permendikbud gak muncul polemik kaum sekulib kaum islamis,0.0
313,313, akhsan andi temen saya siapa anda ,netral,"['akhsan', 'andi', 'temen', 'saya', 'siapa', 'anda']","['akhsan', 'andi', 'temen']","['akhsan', 'andi', 'temen']",akhsan andi temen,0.0
314,314, susi tri andarwati oh ibu gak punya temen temen sekulib bagus lah bu soalnya ini rkuhp jalan di tempat karna tekanan orang orang seperti mereka,netral,"['susi', 'tri', 'andarwati', 'oh', 'ibu', 'gak', 'punya', 'temen', 'temen', 'sekulib', 'bagus', 'lah', 'bu', 'soalnya', 'ini', 'rkuhp', 'jalan', 'di', 'tempat', 'karna', 'tekanan', 'orang', 'orang', 'seperti', 'mereka']","['susi', 'tri', 'andarwati', 'oh', 'gak', 'temen', 'temen', 'sekulib', 'bagus', 'bu', 'rkuhp', 'jalan', 'karna', 'tekanan', 'orang', 'orang']","['sus', 'tri', 'andarwati', 'oh', 'gak', 'temen', 'temen', 'sekulib', 'bagus', 'bu', 'rkuhp', 'jalan', 'karna', 'tekan', 'orang', 'orang']",sus tri andarwati oh gak temen temen sekulib bagus bu rkuhp jalan karna tekan orang orang,0.0
315,315, akhsan andi siapa itu sekulib ruu kuhp yg mengajukan kan pemerintah juga pemerintah juga yg ingin melindungi warga negaranya berbuat zina mendikbud pun mendukung pemerintah namanya juga pembantu presiden jadi ga ada itu klausal mendikbud melegalkan zina ,positif,"['akhsan', 'andi', 'siapa', 'itu', 'sekulib', 'ruu', 'kuhp', 'yg', 'mengajukan', 'kan', 'pemerintah', 'juga', 'pemerintah', 'juga', 'yg', 'ingin', 'melindungi', 'warga', 'negaranya', 'berbuat', 'zina', 'mendikbud', 'pun', 'mendukung', 'pemerintah', 'namanya', 'juga', 'pembantu', 'presiden', 'jadi', 'ga', 'ada', 'itu', 'klausal', 'mendikbud', 'melegalkan', 'zina']","['akhsan', 'andi', 'sekulib', 'ruu', 'kuhp', 'mengajukan', 'pemerintah', 'pemerintah', 'melindungi', 'warga', 'negaranya', 'berbuat', 'zina', 'mendikbud', 'mendukung', 'pemerintah', 'namanya', 'pembantu', 'presiden', 'ga', 'klausal', 'mendikbud', 'melegalkan', 'zina']","['akhsan', 'andi', 'sekulib', 'ruu', 'kuhp', 'aju', 'perintah', 'perintah', 'lindung', 'warga', 'negara', 'buat', 'zina', 'mendikbud', 'dukung', 'perintah', 'nama', 'bantu', 'presiden', 'ga', 'klausal', 'mendikbud', 'legal', 'zina']",akhsan andi sekulib ruu kuhp aju perintah perintah lindung warga negara buat zina mendikbud dukung perintah nama bantu presiden ga klausal mendikbud legal zina,2.0
316,316, susi tri andarwati namanya rkuhp berarti itu belum di sahkan jadi gak bisa mengikat di komentar anda seolah olah rkuhp pasal  udah bisa menjerat pelaku perzinahan bukan cuma yg terikat perkawinan tpi yg masih single juga,netral,"['susi', 'tri', 'andarwati', 'namanya', 'rkuhp', 'berarti', 'itu', 'belum', 'di', 'sahkan', 'jadi', 'gak', 'bisa', 'mengikat', 'di', 'komentar', 'anda', 'seolah', 'olah', 'rkuhp', 'pasal', 'udah', 'bisa', 'menjerat', 'pelaku', 'perzinahan', 'bukan', 'cuma', 'yg', 'terikat', 'perkawinan', 'tpi', 'yg', 'masih', 'single', 'juga']","['susi', 'tri', 'andarwati', 'namanya', 'rkuhp', 'belum', 'sahkan', 'gak', 'mengikat', 'komentar', 'olah', 'rkuhp', 'pasal', 'udah', 'menjerat', 'pelaku', 'perzinahan', 'terikat', 'perkawinan', 'tpi', 'single']","['sus', 'tri', 'andarwati', 'nama', 'rkuhp', 'belum', 'sahkan', 'gak', 'ikat', 'komentar', 'olah', 'rkuhp', 'pasal', 'udah', 'jerat', 'laku', 'perzinahan', 'ikat', 'kawin', 'tpi', 'single']",sus tri andarwati nama rkuhp belum sahkan gak ikat komentar olah rkuhp pasal udah jerat laku perzinahan ikat kawin tpi single,1.0
317,317, akhsan andi ya tetap tidak merubah kenyataan bahwa pemerintah yg mengajukan dan berusaha untuk dpt selesainya kuhpnya artinya pemerintah yg berusaha melundungi warga negaranya berbuat zina kan trus apa hubungannya permendikbud dg dilegalkannya zina emang sebelum permendikbud zina dilarang apa uu yg melarang zina pada saat sebelum disahkan permendikbud ,netral,"['akhsan', 'andi', 'ya', 'tetap', 'tidak', 'merubah', 'kenyataan', 'bahwa', 'pemerintah', 'yg', 'mengajukan', 'dan', 'berusaha', 'untuk', 'dpt', 'selesainya', 'kuhpnya', 'artinya', 'pemerintah', 'yg', 'berusaha', 'melundungi', 'warga', 'negaranya', 'berbuat', 'zina', 'kan', 'trus', 'apa', 'hubungannya', 'permendikbud', 'dg', 'dilegalkannya', 'zina', 'emang', 'sebelum', 'permendikbud', 'zina', 'dilarang', 'apa', 'uu', 'yg', 'melarang', 'zina', 'pada', 'saat', 'sebelum', 'disahkan', 'permendikbud']","['akhsan', 'andi', 'tidak', 'merubah', 'kenyataan', 'pemerintah', 'mengajukan', 'berusaha', 'dpt', 'selesainya', 'kuhpnya', 'pemerintah', 'berusaha', 'melundungi', 'warga', 'negaranya', 'berbuat', 'zina', 'trus', 'hubungannya', 'permendikbud', 'dilegalkannya', 'zina', 'emang', 'permendikbud', 'zina', 'dilarang', 'uu', 'melarang', 'zina', 'disahkan', 'permendikbud']","['akhsan', 'andi', 'tidak', 'rubah', 'nyata', 'perintah', 'aju', 'usaha', 'dpt', 'selesai', 'kuhpnya', 'perintah', 'usaha', 'melundungi', 'warga', 'negara', 'buat', 'zina', 'trus', 'hubung', 'permendikbud', 'legal', 'zina', 'emang', 'permendikbud', 'zina', 'larang', 'uu', 'larang', 'zina', 'sah', 'permendikbud']",akhsan andi tidak rubah nyata perintah aju usaha dpt selesai kuhpnya perintah usaha melundungi warga negara buat zina trus hubung permendikbud legal zina emang permendikbud zina larang uu larang zina sah permendikbud,1.0
318,318, susi tri andarwati ada sih tpi uu itu cuma mengikat kalo salah satu atau dua pelakunya terikat perkawinan itu pun cuma delik aduan bisa di proses jika pasangan sah dari salah satu pelaku ngadu,netral,"['susi', 'tri', 'andarwati', 'ada', 'sih', 'tpi', 'uu', 'itu', 'cuma', 'mengikat', 'kalo', 'salah', 'satu', 'atau', 'dua', 'pelakunya', 'terikat', 'perkawinan', 'itu', 'pun', 'cuma', 'delik', 'aduan', 'bisa', 'di', 'proses', 'jika', 'pasangan', 'sah', 'dari', 'salah', 'satu', 'pelaku', 'ngadu']","['susi', 'tri', 'andarwati', 'tpi', 'uu', 'mengikat', 'salah', 'pelakunya', 'terikat', 'perkawinan', 'delik', 'aduan', 'proses', 'pasangan', 'sah', 'salah', 'pelaku', 'ngadu']","['sus', 'tri', 'andarwati', 'tpi', 'uu', 'ikat', 'salah', 'laku', 'ikat', 'kawin', 'delik', 'adu', 'proses', 'pasang', 'sah', 'salah', 'laku', 'ngadu']",sus tri andarwati tpi uu ikat salah laku ikat kawin delik adu proses pasang sah salah laku ngadu,0.0
319,319, susi tri andarwati ya emang pemerintah tpi masalahnya tuh ruu masih mangkrak alias belum di sahkan jadi belum ada payung hukum buat menindak pelaku perzinahan secara luas kalo soal permendikbud itu emang bener gak ada kata zina atau seks bebas tpi yg di protes kaum islamis itu frasa tanpa persetujuan ,netral,"['susi', 'tri', 'andarwati', 'ya', 'emang', 'pemerintah', 'tpi', 'masalahnya', 'tuh', 'ruu', 'masih', 'mangkrak', 'alias', 'belum', 'di', 'sahkan', 'jadi', 'belum', 'ada', 'payung', 'hukum', 'buat', 'menindak', 'pelaku', 'perzinahan', 'secara', 'luas', 'kalo', 'soal', 'permendikbud', 'itu', 'emang', 'bener', 'gak', 'ada', 'kata', 'zina', 'atau', 'seks', 'bebas', 'tpi', 'yg', 'di', 'protes', 'kaum', 'islamis', 'itu', 'frasa', 'tanpa', 'persetujuan']","['susi', 'tri', 'andarwati', 'emang', 'pemerintah', 'tpi', 'ruu', 'mangkrak', 'alias', 'belum', 'sahkan', 'belum', 'payung', 'hukum', 'menindak', 'pelaku', 'perzinahan', 'luas', 'permendikbud', 'emang', 'bener', 'gak', 'zina', 'seks', 'bebas', 'tpi', 'protes', 'kaum', 'islamis', 'frasa', 'persetujuan']","['sus', 'tri', 'andarwati', 'emang', 'perintah', 'tpi', 'ruu', 'mangkrak', 'alias', 'belum', 'sahkan', 'belum', 'payung', 'hukum', 'tindak', 'laku', 'perzinahan', 'luas', 'permendikbud', 'emang', 'bener', 'gak', 'zina', 'seks', 'bebas', 'tpi', 'protes', 'kaum', 'islamis', 'frasa', 'tuju']",sus tri andarwati emang perintah tpi ruu mangkrak alias belum sahkan belum payung hukum tindak laku perzinahan luas permendikbud emang bener gak zina seks bebas tpi protes kaum islamis frasa tuju,1.0
320,320, susi tri andarwati mungkin kalo permendikbud sedikit di revisi ya mungkin juga kaum islamis akan lebih legowo dengan permendikbud ini,negatif,"['susi', 'tri', 'andarwati', 'mungkin', 'kalo', 'permendikbud', 'sedikit', 'di', 'revisi', 'ya', 'mungkin', 'juga', 'kaum', 'islamis', 'akan', 'lebih', 'legowo', 'dengan', 'permendikbud', 'ini']","['susi', 'tri', 'andarwati', 'permendikbud', 'revisi', 'kaum', 'islamis', 'legowo', 'permendikbud']","['sus', 'tri', 'andarwati', 'permendikbud', 'revisi', 'kaum', 'islamis', 'legowo', 'permendikbud']",sus tri andarwati permendikbud revisi kaum islamis legowo permendikbud,0.0
321,321, akhsan andi halah ga solusiable spk agamais tp diem aja pas ada pelecehan dipesantren atau tempat pendidikan sampe keluarga lu yg kena mungkin lu bakal nikahin pelaku pelecehan sama keluarga lu yg jd korban maklum pemikiran tertinggal bin bobrok,netral,"['akhsan', 'andi', 'halah', 'ga', 'solusiable', 'spk', 'agamais', 'tp', 'diem', 'aja', 'pas', 'ada', 'pelecehan', 'dipesantren', 'atau', 'tempat', 'pendidikan', 'sampe', 'keluarga', 'lu', 'yg', 'kena', 'mungkin', 'lu', 'bakal', 'nikahin', 'pelaku', 'pelecehan', 'sama', 'keluarga', 'lu', 'yg', 'jd', 'korban', 'maklum', 'pemikiran', 'tertinggal', 'bin', 'bobrok']","['akhsan', 'andi', 'halah', 'ga', 'solusiable', 'spk', 'agamais', 'tp', 'diem', 'pelecehan', 'dipesantren', 'pendidikan', 'sampe', 'keluarga', 'lu', 'kena', 'lu', 'nikahin', 'pelaku', 'pelecehan', 'keluarga', 'lu', 'jd', 'korban', 'maklum', 'pemikiran', 'tertinggal', 'bobrok']","['akhsan', 'andi', 'halah', 'ga', 'solusiable', 'spk', 'agamais', 'tp', 'diem', 'leceh', 'pesantren', 'didik', 'sampe', 'keluarga', 'lu', 'kena', 'lu', 'nikahin', 'laku', 'leceh', 'keluarga', 'lu', 'jd', 'korban', 'maklum', 'pikir', 'tinggal', 'bobrok']",akhsan andi halah ga solusiable spk agamais tp diem leceh pesantren didik sampe keluarga lu kena lu nikahin laku leceh keluarga lu jd korban maklum pikir tinggal bobrok,0.0
322,322, raja bla bla bla mucho texto kalo gitu nikmatin aja perseteruan ini wkwkwkwk,netral,"['raja', 'bla', 'bla', 'bla', 'mucho', 'texto', 'kalo', 'gitu', 'nikmatin', 'aja', 'perseteruan', 'ini', 'wkwkwkwk']","['raja', 'bla', 'bla', 'bla', 'mucho', 'texto', 'gitu', 'nikmatin', 'perseteruan', 'wkwkwkwk']","['raja', 'bla', 'bla', 'bla', 'mucho', 'texto', 'gitu', 'nikmatin', 'seteru', 'wkwkwkwk']",raja bla bla bla mucho texto gitu nikmatin seteru wkwkwkwk,0.0
323,323, akhsan andi menrisex ni berlebihan permen ni berlakunya di dunia pendidikan aja apa seluruhnya,netral,"['akhsan', 'andi', 'menrisex', 'ni', 'berlebihan', 'permen', 'ni', 'berlakunya', 'di', 'dunia', 'pendidikan', 'aja', 'apa', 'seluruhnya']","['akhsan', 'andi', 'menrisex', 'permen', 'berlakunya', 'dunia', 'pendidikan']","['akhsan', 'andi', 'menrisex', 'permen', 'laku', 'dunia', 'didik']",akhsan andi menrisex permen laku dunia didik,2.0
324,324,ente ngomong apa sih ente nanya atau bikin pernyataan ,netral,"['ente', 'ngomong', 'apa', 'sih', 'ente', 'nanya', 'atau', 'bikin', 'pernyataan']","['ente', 'ngomong', 'ente', 'nanya', 'pernyataan']","['ente', 'ngomong', 'ente', 'nanya', 'nyata']",ente ngomong ente nanya nyata,2.0
325,325, akhsan andi terus knp kalo ada frasa tanpa persetujuan kan udah betul itu kalo dg persetujuan artinya bukan pelecehan lha wong sama mau ,positif,"['akhsan', 'andi', 'terus', 'knp', 'kalo', 'ada', 'frasa', 'tanpa', 'persetujuan', 'kan', 'udah', 'betul', 'itu', 'kalo', 'dg', 'persetujuan', 'artinya', 'bukan', 'pelecehan', 'lha', 'wong', 'sama', 'mau']","['akhsan', 'andi', 'knp', 'frasa', 'persetujuan', 'udah', 'persetujuan', 'pelecehan', 'lha']","['akhsan', 'andi', 'knp', 'frasa', 'tuju', 'udah', 'tuju', 'leceh', 'lha']",akhsan andi knp frasa tuju udah tuju leceh lha,1.0
